model,effect,metric,value,bz,n
refit_orth,y,bias2,2.554277181625366,3,1600
refit_orth,y,var,0.06407243758440018,3,1600
refit_orth,fx,mspe,0.1441594362258911,3,1600
refit_orth,fx,bias2,0.08610538393259048,3,1600
refit_orth,fx,var,0.05805404484272003,3,1600
refit_orth,fr,mspe,0.1263357549905777,3,1600
refit_orth,fr,bias2,0.06828171759843826,3,1600
refit_orth,fr,var,0.05805404484272003,3,1600
refit_orth,fz,mspe,1.8376556634902954,3,1600
refit_orth,fz,bias2,1.8319387435913086,3,1600
refit_orth,fz,var,0.00571680860593915,3,1600
refit,y,mspe,3.2037909030914307,3.5,1600
refit,y,bias2,3.123636245727539,3.5,1600
refit,y,var,0.08015469461679459,3.5,1600
refit,fx,mspe,0.18147937953472137,3.5,1600
refit,fx,bias2,0.10256275534629822,3.5,1600
refit,fx,var,0.07891663908958435,3.5,1600
refit,fr,mspe,0.20818960666656494,3.5,1600
refit,fr,bias2,0.1292729526758194,3.5,1600
refit,fr,var,0.07891663908958435,3.5,1600
refit,fz,mspe,2.505143642425537,3.5,1600
refit,fz,bias2,2.490934133529663,3.5,1600
refit,fz,var,0.014209568500518799,3.5,1600
refit_orth,y,mspe,3.2034406661987305,3.5,1600
refit_orth,y,bias2,3.119396924972534,3.5,1600
refit_orth,y,var,0.08404359221458435,3.5,1600
refit_orth,fx,mspe,0.19932909309864044,3.5,1600
refit_orth,fx,bias2,0.12250883132219315,3.5,1600
refit_orth,fx,var,0.0768202692270279,3.5,1600
refit_orth,fr,mspe,0.18200761079788208,3.5,1600
refit_orth,fr,bias2,0.10518735647201538,3.5,1600
refit_orth,fr,var,0.0768202692270279,3.5,1600
refit_orth,fz,mspe,2.4968042373657227,3.5,1600
refit_orth,fz,bias2,2.489457607269287,3.5,1600
refit_orth,fz,var,0.0073467278853058815,3.5,1600
refit,y,mspe,3.888845205307007,4,1600
refit,y,bias2,3.7828099727630615,4,1600
refit,y,var,0.1060347855091095,4,1600
refit,fx,mspe,0.2491692751646042,4,1600
refit,fx,bias2,0.14366990327835083,4,1600
refit,fx,var,0.10549936443567276,4,1600
refit,fr,mspe,0.27698060870170593,4,1600
refit,fr,bias2,0.17148122191429138,4,1600
refit,fr,var,0.10549936443567276,4,1600
refit,fz,mspe,3.271615505218506,4,1600
refit,fz,bias2,3.252972364425659,4,1600
refit,fz,var,0.0186430923640728,4,1600
refit_orth,y,mspe,3.8926804065704346,4,1600
refit_orth,y,bias2,3.786932945251465,4,1600
refit_orth,y,var,0.10574720054864883,4,1600
refit_orth,fx,mspe,0.2549859583377838,4,1600
refit_orth,fx,bias2,0.1579037606716156,4,1600
refit_orth,fx,var,0.09708218276500702,4,1600
refit_orth,fr,mspe,0.23869697749614716,4,1600
refit_orth,fr,bias2,0.14161476492881775,4,1600
refit_orth,fr,var,0.09708218276500702,4,1600
refit_orth,fz,mspe,3.257769823074341,4,1600
refit_orth,fz,bias2,3.2485415935516357,4,1600
refit_orth,fz,var,0.009227990172803402,4,1600
refit,y,mspe,1.0026373863220215,0,25600
refit,y,bias2,1.0018994808197021,0,25600
refit,y,var,0.0007378834998235106,0,25600
refit,fx,mspe,0.0008446179563179612,0,25600
refit,fx,bias2,0.00013920968922320753,0,25600
refit,fx,var,0.000705408223439008,0,25600
refit,fr,mspe,0.020043348893523216,0,25600
refit,fr,bias2,0.019337942823767662,0,25600
refit,fr,var,0.000705408223439008,0,25600
refit,fz,mspe,0.00023371998395305127,0,25600
refit,fz,bias2,9.917307579598855e-07,0,25600
refit,fz,var,0.0002327282418264076,0,25600
refit_orth,y,mspe,1.0026309490203857,0,25600
refit_orth,y,bias2,1.0019030570983887,0,25600
refit_orth,y,var,0.0007279770215973258,0,25600
refit_orth,fx,mspe,0.02024792693555355,0,25600
refit_orth,fx,bias2,0.01965690776705742,0,25600
refit_orth,fx,var,0.0005910189356654882,0,25600
refit_orth,fr,mspe,0.000727598206140101,0,25600
refit_orth,fr,bias2,0.0001365792704746127,0,25600
refit_orth,fr,var,0.0005910189356654882,0,25600
refit_orth,fz,mspe,0.019600296393036842,0,25600
refit_orth,fz,bias2,0.019516808912158012,0,25600
refit_orth,fz,var,8.348841220140457e-05,0,25600
refit,y,mspe,1.0347293615341187,0.5,25600
refit,y,bias2,1.0329246520996094,0.5,25600
refit,y,var,0.0018046752084046602,0.5,25600
refit,fx,mspe,0.004244996700435877,0.5,25600
refit,fx,bias2,0.002473392290994525,0.5,25600
refit,fx,var,0.0017716047586873174,0.5,25600
refit,fr,mspe,0.025454221293330193,0.5,25600
refit,fr,bias2,0.023682618513703346,0.5,25600
refit,fr,var,0.0017716047586873174,0.5,25600
refit,fz,mspe,0.051154013723134995,0.5,25600
refit,fz,bias2,0.0509350411593914,0.5,25600
refit,fz,var,0.00021897540136706084,0.5,25600
refit_orth,y,mspe,1.0345581769943237,0.5,25600
refit_orth,y,bias2,1.032772421836853,0.5,25600
refit_orth,y,var,0.0017857670318335295,0.5,25600
refit_orth,fx,mspe,0.023470990359783173,0.5,25600
refit_orth,fx,bias2,0.02182311937212944,0.5,25600
refit_orth,fx,var,0.0016478708712384105,0.5,25600
refit_orth,fr,mspe,0.004063275642693043,0.5,25600
refit_orth,fr,bias2,0.0024154046550393105,0.5,25600
refit_orth,fr,var,0.0016478708712384105,0.5,25600
refit_orth,fz,mspe,0.0677209347486496,0.5,25600
refit_orth,fz,bias2,0.06763011962175369,0.5,25600
refit_orth,fz,var,9.081605821847916e-05,0.5,25600
refit,y,mspe,1.1574509143829346,1,25600
refit,y,bias2,1.1541163921356201,1,25600
refit,y,var,0.003334491280838847,1,25600
refit,fx,mspe,0.018948787823319435,1,25600
refit,fx,bias2,0.01565587893128395,1,25600
refit,fx,var,0.00329291052184999,1,25600
refit,fr,mspe,0.04021323099732399,1,25600
refit,fr,bias2,0.036920320242643356,1,25600
refit,fr,var,0.00329291052184999,1,25600
refit,fz,mspe,0.20359905064105988,1,25600
refit,fz,bias2,0.20335227251052856,1,25600
refit,fz,var,0.0002467663725838065,1,25600
refit_orth,y,mspe,1.157416820526123,1,25600
refit_orth,y,bias2,1.154129147529602,1,25600
refit_orth,y,var,0.0032877130433917046,1,25600
refit_orth,fx,mspe,0.03767918050289154,1,25600
refit_orth,fx,bias2,0.034540511667728424,1,25600
refit_orth,fx,var,0.0031386706978082657,1,25600
refit_orth,fr,mspe,0.01870190165936947,1,25600
refit_orth,fr,bias2,0.015563230961561203,1,25600
refit_orth,fr,var,0.0031386706978082657,1,25600
